bet,date,hometeam,awayteam,homegoals,awaygoals,bank,my_homeodds,my_awayodds,official_homeodds,official_awayodds,hfr19,afr19,str,wsh_form,wsa_form
1,08/11/15,Sampdoria,Fiorentina,0,2,-239.8,1.55,17.0,3.75,2.05,0.52,0.67,4.725,7,7
1,21/11/15,Bologna,Roma,2,2,-259.8,1.75,6.6,5.0,1.75,0.34,0.69,2.55,7,7
1,22/11/15,Verona,Napoli,0,2,-279.8,1.47,9.29,8.0,1.4,0.37,0.67,3.825,7,7
1,29/11/15,Palermo,Juventus,0,3,-299.8,1.77,5.93,7.0,1.57,0.44,0.71,1.8,7,7
1,30/11/15,Sassuolo,Fiorentina,1,1,-319.8,1.58,15.79,3.75,2.1,0.56,0.68,4.05,7,7
1,06/12/15,Bologna,Napoli,3,2,-179.8,1.49,9.99,8.0,1.44,0.33,0.7,4.725,7,7
1,06/12/15,Carpi,Milan,0,0,-199.8,1.51,16.68,5.0,1.75,0.27,0.55,7.5,7,7
1,06/12/15,Frosinone,Chievo,0,2,-219.8,1.52,31.84,3.1,2.4,0.39,0.42,7.5,7,7
1,12/12/15,Udinese,Inter,0,4,-239.8,1.56,18.2,4.0,2.0,0.4,0.67,6.525,7,7
1,20/12/15,Carpi,Juventus,2,3,-259.8,1.45,11.31,11.0,1.36,0.26,0.75,7.5,7,7
1,20/12/15,Frosinone,Milan,2,4,-279.8,1.46,19.12,5.5,1.67,0.32,0.55,7.5,7,7
2,06/01/16,Juventus,Verona,3,0,-299.8,1.5,5.19,1.17,19.0,0.76,0.33,0.4992,7,7
2,06/01/16,Napoli,Torino,2,1,-319.8,2.42,2.58,1.36,9.0,0.68,0.51,0.26688,7,7
1,06/01/16,Palermo,Fiorentina,1,3,-339.8,1.72,7.15,4.33,1.83,0.4,0.67,2.325,7,7
1,10/01/16,Frosinone,Napoli,1,5,-359.8,1.3,13.13,13.0,1.22,0.31,0.69,7.5,7,7
1,10/01/16,Sampdoria,Juventus,1,2,-379.8,1.51,11.43,7.5,1.5,0.48,0.77,4.05,7,7
1,16/01/16,Atalanta,Inter,1,1,-399.8,1.62,11.54,3.75,2.05,0.4,0.63,3.75,7,7
2,16/01/16,Napoli,Sassuolo,3,1,-419.8,2.19,2.71,1.29,10.0,0.71,0.59,0.34368,7,7
1,17/01/16,Udinese,Juventus,0,4,-439.8,1.56,10.66,6.5,1.57,0.42,0.79,4.275,7,7
1,23/01/16,Frosinone,Atalanta,0,0,-459.8,1.62,11.52,3.5,2.1,0.26,0.41,3.75,7,7
1,24/01/16,Sampdoria,Napoli,2,4,-479.8,1.58,7.24,6.5,1.5,0.43,0.72,2.55,7,7
2,30/01/16,Roma,Frosinone,3,1,-499.8,1.69,4.11,1.22,15.0,0.59,0.28,0.384,7,7
1,31/01/16,Chievo,Juventus,0,4,-519.8,1.8,5.52,7.5,1.53,0.46,0.81,1.8,7,7
1,03/02/16,Lazio,Napoli,0,2,-539.8,1.56,12.08,4.0,1.91,0.56,0.75,3.45,7,7
1,03/02/16,Palermo,Milan,0,2,-559.8,1.58,11.09,4.0,1.91,0.43,0.58,3.15,7,7
1,07/02/16,Frosinone,Juventus,0,2,-579.8,1.32,11.11,13.0,1.22,0.31,0.83,7.5,7,7
1,12/02/16,Carpi,Roma,1,3,-599.8,1.62,9.53,4.33,1.83,0.34,0.65,3.75,7,7
1,19/02/16,Bologna,Juventus,0,0,-619.8,2.09,4.11,7.5,1.57,0.46,0.84,1.2,7,7
1,21/02/16,Frosinone,Lazio,0,0,-639.8,1.59,10.84,5.5,1.7,0.34,0.56,3.75,7,7
2,21/02/16,Roma,Palermo,5,0,-659.8,2.19,2.77,1.29,10.5,0.67,0.39,0.24576,7,7
1,27/02/16,Empoli,Roma,1,3,-679.8,1.67,8.54,4.5,1.8,0.46,0.69,2.55,7,7
2,05/03/16,Napoli,Chievo,3,1,-699.8,1.84,3.08,1.17,17.0,0.71,0.46,0.36096,7,7
1,06/03/16,Frosinone,Udinese,2,0,-651.8,1.59,15.09,3.4,2.2,0.33,0.39,3.75,7,7
2,06/03/16,Inter,Palermo,3,1,-671.8,2.15,2.84,1.29,11.0,0.56,0.38,0.29952,7,7
2,11/03/16,Juventus,Sassuolo,1,0,-691.8,2.22,2.87,1.3,12.0,0.84,0.58,0.2976,7,7
1,13/03/16,Palermo,Napoli,0,1,-711.8,1.45,8.23,11.0,1.3,0.36,0.73,3.825,7,7
1,20/03/16,Frosinone,Fiorentina,0,0,-731.8,1.55,9.67,7.0,1.53,0.35,0.63,3.75,7,7
1,03/04/16,Atalanta,Milan,2,1,-685.8,1.56,17.44,3.3,2.25,0.39,0.59,5.625,7,7
1,03/04/16,Udinese,Napoli,3,1,-575.8,1.52,8.98,6.5,1.5,0.35,0.76,4.275,7,7
1,09/04/16,Frosinone,Inter,0,1,-595.8,1.57,10.51,6.0,1.57,0.34,0.57,3.75,7,7
1,17/04/16,Atalanta,Roma,3,3,-615.8,1.55,12.65,5.0,1.75,0.4,0.73,4.95,7,7
1,20/04/16,Genoa,Inter,1,0,-563.8,1.55,14.59,3.6,2.05,0.49,0.62,3.975,7,7
1,25/04/16,Verona,Milan,2,1,-483.8,1.56,12.62,5.0,1.75,0.31,0.55,4.8,7,7
2,01/05/16,Juventus,Carpi,2,0,-503.8,1.77,3.95,1.25,13.0,0.89,0.46,0.384,7,7
2,01/05/16,Milan,Frosinone,3,3,-523.8,1.82,3.52,1.22,15.0,0.52,0.31,0.384,7,7
1,02/05/16,Genoa,Roma,2,3,-543.8,1.77,5.94,5.5,1.67,0.48,0.74,1.725,7,7
2,02/05/16,Napoli,Atalanta,2,1,-563.8,2.04,2.65,1.17,17.0,0.67,0.44,0.28416,7,7
1,07/05/16,Bologna,Milan,0,1,-583.8,1.56,15.88,3.6,2.1,0.4,0.52,4.425,7,7
1,08/05/16,Atalanta,Udinese,1,1,-603.8,1.54,20.39,3.8,2.05,0.41,0.37,3.975,7,7
1,08/05/16,Frosinone,Sassuolo,0,1,-623.8,1.46,19.35,3.8,1.91,0.33,0.56,7.5,7,7
2,08/05/16,Roma,Chievo,3,0,-643.8,1.94,3.02,1.22,13.0,0.75,0.52,0.35904,7,7
1,08/05/16,Torino,Napoli,1,2,-663.8,1.42,10.64,7.5,1.4,0.47,0.69,3.675,7,7
1,08/05/16,Verona,Juventus,2,1,-563.8,1.96,3.87,6.0,1.53,0.33,0.9,1.8,7,7
2,14/05/16,Napoli,Frosinone,4,0,-583.8,1.53,4.04,1.1,26.0,0.71,0.31,0.384,7,7
2,15/05/16,Palermo,Verona,3,2,-603.8,1.87,3.11,1.2,13.0,0.38,0.37,0.53952,7,7
1,21/08/16,Pescara,Napoli,2,2,-623.8,2.27,2.97,7.5,1.44,0.15,0.72,2.1,7,7
1,28/08/16,Cagliari,Roma,2,2,-643.8,1.65,7.89,4.75,1.7,0.35,0.79,3.6,7,7
1,28/08/16,Crotone,Genoa,1,3,-663.8,1.73,7.92,4.0,1.91,0.1,0.49,7.5,7,7
1,10/09/16,Palermo,Napoli,0,3,-683.8,1.53,6.81,9.0,1.33,0.39,0.73,2.775,7,7
2,11/09/16,Roma,Sampdoria,3,2,-703.8,2.38,2.57,1.33,9.0,0.78,0.44,0.20352,7,7
2,17/09/16,Napoli,Bologna,3,1,-723.8,2.04,2.91,1.25,12.0,0.74,0.43,0.27648,7,7
1,18/09/16,Inter,Juventus,2,1,-663.8,1.71,7.81,4.0,1.95,0.56,0.88,2.4,7,7
1,21/09/16,Genoa,Napoli,0,0,-683.8,1.73,6.38,4.75,1.75,0.49,0.75,1.875,7,7
1,21/09/16,Udinese,Fiorentina,2,2,-703.8,1.56,19.12,3.25,2.3,0.38,0.58,6.225,7,7
1,24/09/16,Palermo,Juventus,0,1,-723.8,2.02,3.1,11.0,1.29,0.41,0.84,1.05,7,7
2,25/09/16,Lazio,Empoli,2,0,-743.8,2.84,2.44,1.44,8.5,0.52,0.4,0.2208,7,7
1,26/09/16,Crotone,Atalanta,1,3,-763.8,1.68,9.71,4.5,1.91,0.1,0.39,7.5,7,7
1,02/10/16,Atalanta,Napoli,1,0,-663.8,1.56,9.13,6.0,1.55,0.42,0.76,3.525,7,7
2,16/10/16,Inter,Cagliari,1,2,-513.8,2.59,2.48,1.4,8.5,0.57,0.43,0.24,7,7
1,17/10/16,Palermo,Torino,1,4,-533.8,1.57,13.2,3.8,2.0,0.4,0.47,3.3,7,7
1,23/10/16,Atalanta,Inter,2,1,-487.8,1.54,17.17,3.3,2.2,0.46,0.54,4.35,7,7
1,23/10/16,Crotone,Napoli,1,2,-507.8,1.8,3.58,15.0,1.22,0.06,0.68,7.5,7,7
2,23/10/16,Roma,Palermo,4,1,-527.8,1.7,3.7,1.18,17.0,0.75,0.37,0.35712,7,7
1,26/10/16,Sassuolo,Roma,1,3,-547.8,1.68,8.49,4.2,1.91,0.59,0.76,2.175,7,7
1,30/10/16,Empoli,Roma,0,0,-567.8,1.83,4.63,6.0,1.55,0.35,0.78,1.875,7,7
1,30/10/16,Sampdoria,Inter,1,0,-515.8,1.61,10.93,3.6,2.05,0.38,0.54,3.225,7,7
2,05/11/16,Torino,Cagliari,5,1,-535.8,3.37,2.12,1.55,5.75,0.47,0.44,0.19584,7,7
1,06/11/16,Chievo,Juventus,1,2,-555.8,1.91,4.42,9.0,1.44,0.48,0.84,1.35,7,7
1,06/11/16,Palermo,Milan,1,2,-575.8,1.73,6.44,5.5,1.67,0.32,0.6,2.325,7,7
2,06/11/16,Roma,Bologna,3,0,-595.8,1.8,3.61,1.25,12.0,0.76,0.41,0.36096,7,7
1,19/11/16,Udinese,Napoli,1,2,-615.8,1.46,19.76,4.75,1.75,0.41,0.67,7.35,7,7
1,20/11/16,Atalanta,Roma,2,1,-555.8,1.52,17.68,4.0,1.95,0.56,0.78,5.4,7,7
1,20/11/16,Crotone,Torino,0,2,-575.8,1.52,13.02,5.0,1.73,0.19,0.5,7.5,7,7
1,20/11/16,Empoli,Fiorentina,0,4,-595.8,1.57,14.92,3.9,2.0,0.39,0.58,4.725,7,7
1,26/11/16,Empoli,Milan,1,4,-615.8,1.64,11.42,3.8,2.05,0.37,0.61,3.825,7,7
1,27/11/16,Genoa,Juventus,3,1,-515.8,1.89,4.88,6.0,1.62,0.47,0.86,1.575,7,7
1,27/11/16,Palermo,Lazio,0,1,-535.8,1.7,6.24,5.5,1.62,0.29,0.62,2.625,7,7
1,11/12/16,Cagliari,Napoli,0,5,-555.8,1.64,6.22,6.0,1.53,0.43,0.69,2.025,7,7
1,22/12/16,Fiorentina,Napoli,3,3,-575.8,1.61,10.54,3.5,2.1,0.55,0.72,2.85,7,7
1,08/01/17,Udinese,Inter,1,2,-595.8,1.59,11.71,3.75,2.0,0.46,0.59,3.15,7,7
1,21/01/17,Milan,Napoli,1,2,-615.8,1.64,11.6,4.0,2.0,0.63,0.74,2.775,7,7
1,22/01/17,Palermo,Inter,0,1,-635.8,1.6,7.91,6.5,1.55,0.26,0.64,4.05,7,7
2,22/01/17,Roma,Cagliari,1,0,-655.8,1.81,3.39,1.25,11.0,0.78,0.43,0.34368,7,7
1,29/01/17,Sampdoria,Roma,3,2,-580.8,1.55,10.85,4.75,1.75,0.39,0.79,4.725,7,7
1,29/01/17,Sassuolo,Juventus,0,2,-600.8,1.65,6.08,6.5,1.5,0.49,0.81,2.025,7,7
1,01/02/17,Pescara,Fiorentina,1,2,-620.8,1.71,7.3,4.5,1.83,0.14,0.59,6.0,7,7
1,04/02/17,Bologna,Napoli,1,7,-640.8,1.48,9.8,7.5,1.44,0.46,0.75,3.6,7,7
2,05/02/17,Atalanta,Cagliari,2,0,-660.8,2.55,2.66,1.44,8.0,0.58,0.41,0.24576,7,7
1,08/02/17,Crotone,Juventus,0,2,-680.8,1.37,9.56,13.0,1.22,0.26,0.84,7.5,7,7
1,12/02/17,Cagliari,Juventus,0,2,-700.8,1.89,3.7,10.0,1.33,0.39,0.85,1.425,7,7
1,12/02/17,Crotone,Roma,0,2,-720.8,1.6,5.69,8.5,1.36,0.24,0.76,3.75,7,7
1,12/02/17,Palermo,Atalanta,1,3,-740.8,1.53,14.78,5.0,1.75,0.3,0.6,6.45,7,7
1,18/02/17,Empoli,Lazio,1,2,-760.8,1.53,12.73,5.5,1.67,0.39,0.6,4.275,7,7
1,19/02/17,Bologna,Inter,0,1,-780.8,1.62,10.37,4.75,1.8,0.4,0.66,3.525,7,7
1,19/02/17,Chievo,Napoli,1,3,-800.8,1.65,6.47,8.5,1.44,0.48,0.77,2.1,7,7
1,05/03/17,Bologna,Lazio,0,2,-820.8,1.56,10.84,4.33,1.8,0.38,0.64,3.9,7,7
1,05/03/17,Udinese,Juventus,1,1,-840.8,1.8,5.16,7.5,1.5,0.37,0.87,2.25,7,7
2,12/03/17,Napoli,Crotone,3,0,-860.8,1.42,5.91,1.14,21.0,0.76,0.21,0.384,7,7
1,12/03/17,Palermo,Roma,0,3,-880.8,1.69,5.07,8.0,1.4,0.26,0.76,2.925,7,7
1,18/03/17,Torino,Inter,2,2,-900.8,1.5,14.57,3.7,1.95,0.48,0.68,4.575,7,7
1,19/03/17,Cagliari,Lazio,0,0,-920.8,2.03,3.72,6.0,1.55,0.37,0.68,1.125,7,7
1,19/03/17,Crotone,Fiorentina,0,1,-940.8,1.54,11.94,5.5,1.67,0.2,0.58,7.5,7,7
1,19/03/17,Empoli,Napoli,2,3,-960.8,1.44,7.98,11.0,1.29,0.31,0.77,4.575,7,7
1,19/03/17,Sampdoria,Juventus,0,1,-980.8,1.78,5.29,7.0,1.53,0.54,0.86,1.575,7,7
1,01/04/17,Sassuolo,Lazio,1,2,-1000.8,1.51,14.06,4.5,1.8,0.42,0.67,4.95,7,7
1,02/04/17,Genoa,Atalanta,0,5,-1020.8,1.56,15.88,3.8,2.05,0.35,0.64,6.225,7,7
2,03/04/17,Inter,Sampdoria,1,2,-860.8,2.49,2.4,1.33,9.0,0.67,0.51,0.24384,7,7
1,09/04/17,Bologna,Roma,0,3,-880.8,1.55,6.89,7.0,1.44,0.41,0.79,2.85,7,7
1,09/04/17,Crotone,Inter,2,1,-700.8,1.54,6.61,10.0,1.33,0.24,0.63,3.75,7,7
2,15/04/17,Napoli,Udinese,3,0,-720.8,2.02,2.97,1.22,13.0,0.78,0.47,0.29568,7,7
1,15/04/17,Pescara,Juventus,0,2,-740.8,2.57,2.29,9.0,1.29,0.17,0.86,1.5,7,7
2,23/04/17,Juventus,Genoa,4,0,-760.8,1.56,4.66,1.18,17.0,0.87,0.32,0.36672,7,7
1,23/04/17,Sassuolo,Napoli,2,2,-780.8,1.49,8.56,9.5,1.36,0.43,0.79,3.525,7,7
1,24/04/17,Pescara,Roma,1,4,-800.8,2.48,2.26,11.0,1.22,0.16,0.79,1.5,7,7
1,30/04/17,Crotone,Milan,1,1,-820.8,1.62,10.48,4.0,1.95,0.34,0.59,3.75,7,7
1,30/04/17,Palermo,Fiorentina,2,0,-680.8,1.92,3.72,8.0,1.4,0.21,0.61,1.875,7,7
1,07/05/17,Genoa,Inter,1,0,-605.8,1.53,11.72,4.75,1.75,0.29,0.53,4.65,7,7
2,07/05/17,Lazio,Sampdoria,7,3,-625.8,1.86,3.25,1.22,13.0,0.68,0.48,0.41088,7,7
1,07/05/17,Milan,Roma,1,4,-645.8,1.52,13.01,3.25,2.1,0.58,0.76,3.75,7,7
1,07/05/17,Pescara,Crotone,0,1,-665.8,1.58,7.12,5.0,1.6,0.14,0.35,3.75,7,7
1,14/05/17,Cagliari,Empoli,3,2,-627.8,1.44,27.98,2.9,2.3,0.41,0.38,6.0,7,7
2,14/05/17,Inter,Sassuolo,1,2,-512.8,3.29,2.06,1.44,6.75,0.5,0.47,0.19584,7,7
1,14/05/17,Torino,Napoli,0,5,-532.8,1.63,6.08,6.0,1.5,0.53,0.8,1.875,7,7
1,20/05/17,Chievo,Roma,3,5,-552.8,1.53,5.24,13.0,1.22,0.41,0.78,2.175,7,7
2,20/05/17,Napoli,Fiorentina,4,1,-572.8,1.88,3.18,1.25,10.0,0.81,0.59,0.41088,7,7
2,21/05/17,Juventus,Crotone,3,0,-592.8,1.7,3.6,1.17,17.0,0.79,0.43,0.384,7,7
1,28/05/17,Palermo,Empoli,2,1,-492.8,1.49,10.04,6.0,1.53,0.29,0.33,2.55,7,7
1,28/05/17,Sampdoria,Napoli,2,4,-512.8,1.63,3.92,15.0,1.18,0.46,0.82,1.425,7,7
1,19/08/17,Verona,Napoli,1,3,-532.8,1.9,3.79,8.0,1.4,0.35,0.83,1.575,7,7
1,20/08/17,Crotone,Milan,0,3,-552.8,1.52,10.62,6.0,1.57,0.44,0.54,2.85,7,7
1,26/08/17,Genoa,Juventus,2,4,-572.8,1.65,5.84,9.0,1.4,0.34,0.82,2.85,7,7
2,27/08/17,Milan,Cagliari,2,1,-592.8,1.78,3.51,1.22,13.0,0.57,0.42,0.48384,7,7
1,10/09/17,Benevento,Torino,0,1,-612.8,1.68,7.15,4.33,1.83,0.1,0.53,7.5,7,7
1,10/09/17,Bologna,Napoli,0,3,-632.8,1.58,6.0,10.0,1.33,0.41,0.85,2.625,7,7
