bet,date,hometeam,awayteam,homegoals,awaygoals,bank,my_homeodds,my_awayodds,official_homeodds,official_awayodds,hfr19,afr19,str,wsh_form,wsa_form
1,01/12/13,Hull,Liverpool,3,1,1401.2,1.67,6.59,6.5,1.62,0.34,0.66,2.55,7,7
2,01/12/13,Man City,Swansea,3,0,1381.2,2.07,2.85,1.29,13.0,0.66,0.44,0.30528,7,7
1,03/12/13,Crystal Palace,West Ham,1,0,1426.2,1.56,18.38,3.25,2.4,0.21,0.4,7.5,7,7
1,04/12/13,Fulham,Tottenham,1,2,1406.2,1.61,8.06,5.8,1.67,0.32,0.62,3.225,7,7
1,04/12/13,West Brom,Man City,2,3,1386.2,1.8,4.86,6.0,1.62,0.43,0.68,1.425,7,7
1,07/12/13,Stoke,Chelsea,3,2,1496.2,2.23,3.18,6.5,1.57,0.39,0.74,0.9,7,7
1,07/12/13,Sunderland,Tottenham,1,2,1476.2,1.84,5.62,4.5,1.91,0.3,0.64,2.175,7,7
1,15/12/13,Aston Villa,Man United,0,3,1456.2,1.98,4.3,5.25,1.75,0.46,0.62,0.975,7,7
1,21/12/13,Crystal Palace,Newcastle,0,3,1436.2,1.52,21.03,3.25,2.38,0.32,0.52,7.5,7,7
1,21/12/13,Fulham,Man City,2,4,1416.2,1.69,4.62,9.5,1.36,0.32,0.71,2.025,7,7
1,26/12/13,Cardiff,Southampton,0,3,1396.2,1.52,26.85,3.3,2.38,0.37,0.47,7.5,7,7
1,26/12/13,Hull,Man United,2,3,1376.2,1.91,4.2,7.0,1.55,0.38,0.66,1.275,7,7
1,26/12/13,West Ham,Arsenal,1,3,1356.2,2.2,3.37,6.5,1.62,0.35,0.72,1.05,7,7
1,28/12/13,Norwich,Man United,0,1,1336.2,1.57,8.06,6.5,1.57,0.42,0.68,2.775,7,7
1,29/12/13,Newcastle,Arsenal,0,1,1316.2,1.66,7.78,4.0,2.0,0.57,0.74,2.025,7,7
2,01/01/14,Liverpool,Hull,2,0,1296.2,2.38,2.42,1.3,11.0,0.63,0.39,0.20928,7,7
1,01/01/14,Southampton,Chelsea,0,3,1276.2,1.51,18.64,4.0,2.05,0.47,0.73,6.375,7,7
1,01/01/14,Stoke,Everton,1,1,1256.2,1.65,10.97,4.0,2.1,0.41,0.68,3.675,7,7
1,01/01/14,Swansea,Man City,2,3,1236.2,1.6,7.26,5.75,1.62,0.41,0.75,2.775,7,7
1,11/01/14,Hull,Chelsea,0,2,1216.2,1.83,4.89,6.5,1.6,0.37,0.75,1.8,7,7
1,12/01/14,Stoke,Liverpool,3,5,1196.2,1.43,20.52,5.75,1.67,0.42,0.65,7.425,7,7
1,13/01/14,Aston Villa,Arsenal,1,2,1176.2,1.46,12.86,6.0,1.62,0.43,0.77,5.25,7,7
2,18/01/14,Liverpool,Aston Villa,2,2,1156.2,1.72,3.6,1.22,15.0,0.67,0.41,0.42624,7,7
1,20/01/14,West Brom,Everton,1,1,1136.2,1.57,14.54,3.5,2.25,0.4,0.69,5.325,7,7
1,29/01/14,Tottenham,Man City,1,5,1116.2,1.48,17.28,3.75,2.05,0.71,0.78,4.275,7,7
2,02/02/14,Arsenal,Crystal Palace,2,0,1096.2,1.7,3.72,1.22,16.0,0.78,0.41,0.384,7,7
1,02/02/14,West Brom,Liverpool,1,1,1076.2,1.4,17.65,5.75,1.62,0.38,0.68,7.5,7,7
1,08/02/14,Norwich,Man City,0,0,1056.2,1.55,5.77,9.0,1.36,0.4,0.75,2.325,7,7
1,11/02/14,West Brom,Chelsea,1,1,1036.2,1.5,8.9,7.5,1.5,0.36,0.78,4.275,7,7
1,12/02/14,Fulham,Liverpool,2,3,1016.2,1.58,5.71,8.0,1.4,0.3,0.69,2.775,7,7
1,22/02/14,Crystal Palace,Man United,0,2,996.2,1.51,11.66,6.5,1.6,0.42,0.61,3.75,7,7
2,22/02/14,Man City,Stoke,1,0,976.2,1.64,3.77,1.18,19.0,0.74,0.4,0.41472,7,7
2,23/02/14,Liverpool,Swansea,4,3,956.2,2.21,2.68,1.3,12.0,0.71,0.4,0.22848,7,7
1,23/02/14,Norwich,Tottenham,1,0,1012.2,1.6,11.32,3.8,2.1,0.38,0.7,4.35,7,7
1,01/03/14,Fulham,Chelsea,1,3,992.2,1.79,4.34,8.0,1.45,0.29,0.78,2.175,7,7
1,01/03/14,Stoke,Arsenal,1,0,1082.2,1.78,5.69,5.5,1.73,0.38,0.75,2.1,7,7
1,08/03/14,Crystal Palace,Southampton,0,1,1062.2,1.59,14.89,3.9,2.15,0.4,0.48,3.75,7,7
1,08/03/14,West Brom,Man United,0,3,1042.2,1.59,10.78,5.0,1.83,0.38,0.63,3.75,7,7
1,15/03/14,Aston Villa,Chelsea,1,0,1162.2,1.71,5.45,7.0,1.53,0.42,0.8,2.025,7,7
1,15/03/14,Hull,Man City,0,2,1142.2,1.49,10.43,6.5,1.57,0.36,0.75,4.875,7,7
1,16/03/14,Tottenham,Arsenal,0,1,1122.2,1.52,21.82,3.1,2.45,0.64,0.71,5.325,7,7
1,22/03/14,Cardiff,Liverpool,3,6,1102.2,1.52,6.61,9.5,1.36,0.29,0.75,3.75,7,7
1,25/03/14,Man United,Man City,0,3,1082.2,1.51,16.72,3.5,2.15,0.64,0.78,4.5,7,7
1,25/03/14,Newcastle,Everton,0,3,1062.2,1.62,11.22,3.5,2.25,0.5,0.65,3.0,7,7
2,26/03/14,Liverpool,Sunderland,2,1,1042.2,1.49,4.55,1.17,19.0,0.77,0.38,0.50112,7,7
1,29/03/14,Arsenal,Man City,1,1,1022.2,1.53,16.85,3.6,2.15,0.68,0.79,4.275,7,7
1,29/03/14,Crystal Palace,Chelsea,1,0,1202.2,1.51,7.93,10.0,1.4,0.36,0.77,3.75,7,7
2,30/03/14,Liverpool,Tottenham,4,0,1182.2,2.75,2.35,1.48,7.5,0.78,0.63,0.2304,7,7
2,05/04/14,Chelsea,Stoke,3,0,1162.2,1.81,3.56,1.29,13.0,0.73,0.5,0.44928,7,7
1,05/04/14,Newcastle,Man United,0,4,1142.2,1.49,17.26,4.2,1.95,0.45,0.62,5.325,7,7
1,06/04/14,West Ham,Liverpool,1,2,1122.2,1.57,6.16,9.0,1.4,0.46,0.79,2.25,7,7
1,12/04/14,Sunderland,Everton,0,1,1102.2,1.52,13.63,4.75,1.83,0.32,0.7,6.525,7,7
1,13/04/14,Swansea,Chelsea,0,1,1082.2,1.98,4.61,5.0,1.83,0.37,0.75,1.575,7,7
1,19/04/14,Aston Villa,Southampton,0,0,1062.2,1.54,17.91,3.4,2.1,0.36,0.48,5.175,7,7
1,27/04/14,Crystal Palace,Man City,0,2,1042.2,1.41,11.19,7.5,1.44,0.53,0.75,3.75,7,7
1,03/05/14,West Ham,Tottenham,2,0,1108.8,1.54,11.67,4.33,1.91,0.37,0.65,4.425,7,7
1,05/05/14,Crystal Palace,Liverpool,3,3,1088.8,1.42,10.26,9.0,1.4,0.5,0.78,3.75,7,7
2,07/05/14,Man City,Aston Villa,4,0,1068.8,1.59,3.75,1.14,21.0,0.77,0.38,0.38784,7,7
1,11/05/14,Cardiff,Chelsea,1,2,1048.8,1.55,6.93,8.0,1.44,0.29,0.73,3.75,7,7
1,11/05/14,Hull,Everton,0,2,1028.8,1.74,6.76,4.0,2.0,0.32,0.63,2.55,7,7
2,11/05/14,Liverpool,Newcastle,2,1,1008.8,1.7,3.61,1.22,13.0,0.77,0.39,0.35904,7,7
1,11/05/14,Norwich,Arsenal,0,2,988.8,1.73,6.31,4.5,1.85,0.32,0.71,2.7,7,7
1,16/08/14,Leicester,Everton,2,2,968.8,1.5,25.94,3.2,2.4,0.5,0.65,7.5,7,7
2,17/08/14,Liverpool,Southampton,2,1,948.8,2.57,2.29,1.33,10.0,0.78,0.53,0.2016,7,7
1,18/08/14,Burnley,Chelsea,1,3,928.8,1.81,4.02,9.0,1.4,0.26,0.74,2.1,7,7
1,24/08/14,Sunderland,Man United,1,1,908.8,1.58,8.67,5.0,1.75,0.43,0.58,2.475,7,7
1,30/08/14,Burnley,Man United,0,0,888.8,1.49,10.85,6.0,1.62,0.23,0.57,6.0,7,7
1,30/08/14,Everton,Chelsea,3,6,868.8,1.55,19.13,3.75,2.2,0.63,0.77,5.025,7,7
2,30/08/14,Man City,Stoke,0,1,1208.8,1.54,4.4,1.18,18.0,0.82,0.5,0.57984,7,7
1,31/08/14,Leicester,Arsenal,1,1,1188.8,1.55,11.59,4.75,1.83,0.24,0.72,7.5,7,7
1,13/09/14,West Brom,Everton,0,2,1168.8,1.54,15.55,3.5,2.2,0.35,0.6,5.775,7,7
1,20/09/14,Aston Villa,Arsenal,0,3,1148.8,1.58,11.2,4.75,1.85,0.45,0.7,3.675,7,7
1,20/09/14,West Ham,Liverpool,3,1,1218.8,1.86,5.0,4.5,1.85,0.39,0.72,1.65,7,7
1,21/09/14,Leicester,Man United,5,3,1308.8,1.38,26.84,5.5,1.67,0.51,0.59,7.5,7,7
2,27/09/14,Chelsea,Aston Villa,3,0,1288.8,1.84,3.2,1.22,16.0,0.78,0.43,0.32064,7,7
1,27/09/14,Hull,Man City,2,4,1268.8,1.63,6.82,6.5,1.57,0.35,0.75,3.0,7,7
1,04/10/14,Aston Villa,Man City,0,2,1248.8,1.59,6.77,7.5,1.5,0.4,0.76,2.7,7,7
1,19/10/14,QPR,Liverpool,2,3,1228.8,1.87,4.43,6.0,1.6,0.26,0.69,2.1,7,7
1,20/10/14,West Brom,Man United,2,2,1208.8,1.59,8.17,5.0,1.75,0.38,0.6,2.7,7,7
1,25/10/14,Sunderland,Arsenal,0,2,1188.8,1.9,4.74,5.5,1.73,0.43,0.66,1.275,7,7
1,25/10/14,West Ham,Man City,2,1,1298.8,1.89,4.02,6.5,1.55,0.46,0.78,1.2,7,7
1,26/10/14,Burnley,Everton,1,3,1278.8,1.54,11.94,4.75,1.83,0.25,0.58,6.0,7,7
1,01/11/14,Newcastle,Liverpool,1,0,1334.8,1.64,8.19,3.8,2.0,0.41,0.7,2.85,7,7
1,08/11/14,Liverpool,Chelsea,1,2,1314.8,1.52,20.64,3.4,2.3,0.66,0.81,5.55,7,7
1,08/11/14,QPR,Man City,2,2,1294.8,2.06,3.29,7.0,1.5,0.27,0.76,1.5,7,7
1,09/11/14,Sunderland,Everton,1,1,1274.8,1.54,15.03,4.0,2.05,0.44,0.6,4.425,7,7
1,09/11/14,Swansea,Arsenal,2,1,1329.8,1.54,14.92,3.75,2.1,0.47,0.69,4.725,7,7
2,22/11/14,Chelsea,West Brom,2,0,1309.8,1.82,3.36,1.25,15.0,0.82,0.4,0.29952,7,7
1,23/11/14,Crystal Palace,Liverpool,3,1,1376.4,1.62,9.0,4.33,1.91,0.41,0.63,2.85,7,7
1,23/11/14,Hull,Tottenham,1,2,1356.4,1.64,10.45,3.6,2.2,0.34,0.54,3.375,7,7
1,24/11/14,Aston Villa,Southampton,1,1,1336.4,1.52,13.48,5.25,1.75,0.33,0.66,5.925,7,7
1,29/11/14,Sunderland,Chelsea,0,0,1316.4,1.56,6.28,9.0,1.4,0.45,0.83,2.475,7,7
1,29/11/14,West Brom,Arsenal,0,1,1296.4,1.8,5.47,4.5,1.85,0.38,0.62,1.65,7,7
1,30/11/14,Southampton,Man City,0,3,1276.4,1.52,15.77,3.2,2.3,0.65,0.76,4.05,7,7
1,02/12/14,Leicester,Liverpool,1,3,1256.4,1.52,15.45,3.8,2.05,0.28,0.62,7.5,7,7
2,06/12/14,Man City,Everton,1,0,1236.4,2.73,2.36,1.5,7.0,0.78,0.57,0.2112,7,7
1,06/12/14,Newcastle,Chelsea,2,1,1356.4,1.42,15.86,7.0,1.53,0.48,0.82,6.375,7,7
1,06/12/14,Stoke,Arsenal,3,2,1416.4,1.53,14.98,4.0,2.0,0.45,0.66,4.8,7,7
1,13/12/14,Burnley,Southampton,1,0,1506.4,1.47,18.66,5.5,1.73,0.31,0.55,7.5,7,7
1,13/12/14,Leicester,Man City,0,1,1486.4,1.46,9.56,7.0,1.5,0.23,0.79,7.5,7,7
1,22/12/14,Stoke,Chelsea,0,2,1466.4,1.65,6.98,6.25,1.62,0.48,0.79,2.325,7,7
1,26/12/14,Burnley,Liverpool,0,1,1446.4,1.74,6.14,4.75,1.8,0.33,0.59,2.1,7,7
1,26/12/14,Leicester,Tottenham,1,2,1426.4,1.58,11.25,3.8,2.05,0.19,0.6,7.5,7,7
1,28/12/14,Southampton,Chelsea,1,1,1406.4,1.56,10.86,4.75,1.83,0.57,0.81,3.3,7,7
1,28/12/14,Tottenham,Man United,0,0,1386.4,1.45,29.79,3.25,2.3,0.62,0.68,7.5,7,7
2,01/01/15,Man City,Sunderland,3,2,1366.4,2.08,2.66,1.22,15.0,0.81,0.44,0.23232,7,7
1,01/01/15,Stoke,Man United,1,1,1346.4,1.73,7.31,4.2,2.0,0.51,0.68,1.875,7,7
1,01/01/15,Tottenham,Chelsea,5,3,1426.4,1.59,9.55,5.0,1.8,0.61,0.8,2.625,7,7
1,10/01/15,Everton,Man City,1,1,1406.4,1.54,11.86,4.5,1.85,0.46,0.82,4.575,7,7
1,10/01/15,Sunderland,Liverpool,0,1,1386.4,1.62,9.4,4.5,1.91,0.42,0.62,2.85,7,7
1,17/01/15,Aston Villa,Liverpool,0,2,1366.4,1.5,18.13,4.5,1.91,0.37,0.64,6.975,7,7
1,17/01/15,QPR,Man United,0,2,1346.4,2.08,3.56,6.0,1.62,0.32,0.63,1.125,7,7
1,17/01/15,Swansea,Chelsea,0,5,1326.4,2.25,3.15,7.0,1.55,0.48,0.77,0.75,7,7
1,07/02/15,Aston Villa,Chelsea,1,2,1306.4,1.53,6.42,10.0,1.36,0.33,0.76,3.225,7,7
1,07/02/15,Everton,Liverpool,0,0,1286.4,1.59,12.9,3.4,2.3,0.49,0.68,3.75,7,7
1,07/02/15,QPR,Southampton,0,1,1266.4,1.64,8.76,4.75,1.85,0.29,0.6,3.675,7,7
1,07/02/15,Tottenham,Arsenal,2,1,1311.4,1.52,18.05,3.25,2.3,0.64,0.69,4.275,7,7
2,11/02/15,Man United,Burnley,3,1,1291.4,2.14,2.73,1.29,12.0,0.66,0.34,0.21888,7,7
1,11/02/15,Stoke,Man City,1,4,1271.4,1.48,16.45,5.75,1.7,0.53,0.74,5.175,7,7
1,21/02/15,Crystal Palace,Arsenal,1,2,1251.4,1.8,5.67,4.75,1.83,0.47,0.67,1.5,7,7
1,21/02/15,Swansea,Man United,2,1,1315.4,1.61,10.78,4.2,2.0,0.46,0.68,3.3,7,7
1,28/02/15,West Brom,Southampton,1,0,1363.4,1.58,17.93,3.4,2.38,0.4,0.58,5.475,7,7
1,01/03/15,Liverpool,Man City,2,1,1405.4,1.48,20.9,3.1,2.38,0.7,0.76,5.1,7,7
1,04/03/15,Newcastle,Man United,0,1,1385.4,1.65,9.19,4.2,2.0,0.46,0.67,2.7,7,7
1,04/03/15,QPR,Arsenal,1,2,1365.4,2.05,3.56,7.0,1.53,0.3,0.7,1.35,7,7
1,04/03/15,West Ham,Chelsea,0,1,1345.4,1.73,5.82,6.25,1.62,0.48,0.77,1.8,7,7
1,07/03/15,QPR,Tottenham,1,2,1325.4,1.71,6.24,4.75,1.8,0.28,0.64,2.775,7,7
1,14/03/15,Burnley,Man City,1,0,1455.4,1.53,6.87,7.5,1.44,0.29,0.74,3.825,7,7
1,16/03/15,Swansea,Liverpool,0,1,1435.4,1.66,8.29,4.0,2.0,0.49,0.73,2.475,7,7
1,22/03/15,Hull,Chelsea,2,3,1415.4,2.3,2.99,7.0,1.44,0.37,0.77,0.9,7,7
1,06/04/15,Crystal Palace,Man City,2,1,1495.4,1.75,5.58,5.0,1.67,0.51,0.72,1.5,7,7
1,11/04/15,Burnley,Arsenal,0,1,1475.4,2.22,3.15,6.5,1.57,0.32,0.76,1.125,7,7
1,12/04/15,QPR,Chelsea,0,1,1455.4,1.43,9.82,9.0,1.4,0.29,0.79,6.225,7,7
1,18/04/15,Stoke,Southampton,2,1,1505.4,1.58,16.57,3.5,2.3,0.5,0.58,4.05,7,7
2,19/04/15,Man City,West Ham,2,0,1485.4,1.82,3.37,1.25,11.0,0.64,0.44,0.42432,7,7
1,25/04/15,West Brom,Liverpool,0,0,1465.4,1.54,13.42,4.0,2.0,0.41,0.69,4.875,7,7
1,26/04/15,Everton,Man United,3,0,1520.4,1.51,22.17,3.75,2.15,0.53,0.7,6.45,7,7
1,28/04/15,Hull,Liverpool,1,0,1587.0,1.61,11.75,4.33,2.0,0.35,0.68,4.725,7,7
1,29/04/15,Leicester,Chelsea,1,3,1567.0,1.59,9.18,5.75,1.7,0.41,0.8,3.75,7,7
1,02/05/15,Sunderland,Southampton,2,1,1631.0,1.55,16.43,4.2,2.05,0.37,0.55,5.25,7,7
1,03/05/15,Tottenham,Man City,0,1,1611.0,1.59,9.76,3.75,2.05,0.62,0.68,2.25,7,7
1,04/05/15,Hull,Arsenal,1,3,1591.0,1.83,4.93,5.5,1.7,0.38,0.76,1.8,7,7
1,09/05/15,Crystal Palace,Man United,1,2,1571.0,1.79,6.13,4.5,1.91,0.48,0.63,1.5,7,7
1,17/05/15,Swansea,Man City,2,4,1551.0,1.74,5.34,4.75,1.75,0.57,0.71,1.275,7,7
1,18/05/15,West Brom,Chelsea,3,0,1613.0,1.65,9.37,4.1,2.0,0.45,0.8,3.375,7,7
1,24/05/15,Stoke,Liverpool,6,1,1663.0,1.55,12.88,3.5,2.15,0.52,0.62,3.3,7,7
1,09/08/15,Stoke,Liverpool,0,1,1643.0,1.5,26.05,3.4,2.3,0.54,0.58,6.225,7,7
1,14/08/15,Aston Villa,Man United,0,1,1623.0,2.04,4.06,5.5,1.73,0.39,0.66,1.125,7,7
1,16/08/15,Crystal Palace,Arsenal,1,2,1603.0,1.8,5.3,5.25,1.73,0.53,0.69,1.275,7,7
1,22/08/15,Sunderland,Swansea,1,1,1583.0,1.56,15.61,4.0,2.1,0.37,0.54,4.875,7,7
1,23/08/15,Everton,Man City,0,2,1563.0,1.46,15.29,5.0,1.73,0.52,0.76,5.1,7,7
1,23/08/15,West Brom,Chelsea,2,3,1543.0,1.45,16.2,6.5,1.62,0.43,0.72,6.225,7,7
1,30/08/15,Swansea,Man United,2,1,1595.0,1.52,24.59,3.6,2.25,0.54,0.67,6.675,7,7
2,12/09/15,Arsenal,Stoke,2,0,1575.0,2.2,2.64,1.29,12.0,0.71,0.49,0.27648,7,7
1,12/09/15,Crystal Palace,Man City,0,1,1555.0,1.47,11.99,5.5,1.67,0.56,0.79,3.825,7,7
1,12/09/15,Everton,Chelsea,3,1,1615.0,1.64,8.91,4.0,2.0,0.49,0.69,2.55,7,7
1,13/09/15,Sunderland,Tottenham,0,1,1595.0,1.8,6.02,4.33,1.95,0.39,0.55,1.575,7,7
1,26/09/15,Leicester,Arsenal,2,5,1575.0,1.58,8.5,4.5,1.8,0.56,0.68,2.175,7,7
1,26/09/15,Newcastle,Chelsea,2,2,1555.0,1.49,11.04,6.0,1.62,0.27,0.68,6.225,7,7
1,26/09/15,Tottenham,Man City,4,1,1619.0,1.69,6.9,4.2,1.91,0.6,0.76,1.725,7,7
1,17/10/15,Watford,Arsenal,0,3,1599.0,1.7,5.79,6.0,1.62,0.39,0.72,2.1,7,7
1,25/10/15,Bournemouth,Tottenham,1,5,1579.0,1.52,18.44,3.4,2.25,0.33,0.61,7.5,7,7
2,07/11/15,Man United,West Brom,2,0,1559.0,2.51,2.43,1.33,12.0,0.65,0.46,0.22848,7,7
1,08/11/15,Aston Villa,Man City,0,0,1539.0,2.12,3.05,7.5,1.44,0.24,0.75,1.5,7,7
1,21/11/15,Watford,Man United,1,2,1519.0,1.78,6.88,4.33,2.0,0.41,0.67,2.1,7,7
1,21/11/15,West Brom,Arsenal,2,1,1639.0,2.12,3.36,7.0,1.53,0.44,0.75,0.9,7,7
1,28/11/15,Leicester,Man United,1,1,1619.0,1.48,24.77,3.1,2.4,0.64,0.69,6.0,7,7
1,29/11/15,Norwich,Arsenal,1,1,1599.0,1.87,4.41,6.0,1.62,0.31,0.71,1.8,7,7
1,05/12/15,Stoke,Man City,2,0,1684.0,1.5,12.29,5.25,1.7,0.54,0.71,3.6,7,7
1,05/12/15,West Brom,Tottenham,1,1,1664.0,1.52,15.35,4.75,1.85,0.47,0.65,4.65,7,7
1,06/12/15,Newcastle,Liverpool,2,0,1759.0,1.53,8.76,5.75,1.62,0.3,0.6,3.825,7,7
1,12/12/15,Bournemouth,Man United,2,1,1807.0,1.54,18.07,3.4,2.3,0.35,0.67,7.5,7,7
1,13/12/15,Aston Villa,Arsenal,0,2,1787.0,1.95,4.02,6.5,1.57,0.25,0.71,1.95,7,7
2,13/12/15,Liverpool,West Brom,2,2,1767.0,2.58,2.49,1.4,10.0,0.56,0.47,0.27072,7,7
2,13/12/15,Tottenham,Newcastle,1,2,1927.0,2.08,2.96,1.36,9.0,0.65,0.34,0.24768,7,7
1,20/12/15,Watford,Liverpool,3,0,1991.0,1.64,8.86,4.2,1.95,0.48,0.56,2.1,7,7
2,26/12/15,Man City,Sunderland,4,1,1971.0,1.74,3.55,1.2,13.0,0.66,0.33,0.33984,7,7
1,26/12/15,Southampton,Arsenal,4,0,2023.0,1.54,14.92,3.6,2.05,0.46,0.75,5.25,7,7
1,28/12/15,Watford,Tottenham,1,2,2003.0,1.67,8.57,3.75,2.1,0.51,0.65,2.175,7,7
1,29/12/15,Leicester,Man City,0,0,1983.0,1.55,9.61,4.33,1.85,0.66,0.67,2.1,7,7
1,30/12/15,Sunderland,Liverpool,0,1,1963.0,1.72,6.12,5.5,1.7,0.31,0.55,2.1,7,7
1,02/01/16,Watford,Man City,1,2,1943.0,1.53,10.5,5.0,1.75,0.48,0.66,3.15,7,7
1,02/01/16,West Ham,Liverpool,2,0,2003.0,1.5,21.9,4.0,2.05,0.51,0.58,5.55,7,7
1,03/01/16,Crystal Palace,Chelsea,0,3,1983.0,1.47,28.69,3.8,2.1,0.56,0.53,6.15,7,7
1,12/01/16,Newcastle,Man United,3,3,1963.0,1.66,7.75,5.0,1.8,0.33,0.59,2.775,7,7
2,13/01/16,Chelsea,West Brom,2,2,1943.0,2.36,2.82,1.44,9.0,0.56,0.48,0.34176,7,7
1,17/01/16,Stoke,Arsenal,0,0,1923.0,1.55,13.22,4.33,1.95,0.57,0.72,3.6,7,7
1,23/01/16,Crystal Palace,Tottenham,1,3,1903.0,1.57,13.21,3.6,2.15,0.48,0.64,3.75,7,7
1,23/01/16,West Ham,Man City,2,2,1883.0,1.45,16.77,5.0,1.73,0.53,0.69,5.025,7,7
1,02/02/16,Norwich,Tottenham,0,3,1863.0,1.54,11.95,4.5,1.85,0.34,0.66,5.025,7,7
1,02/02/16,Sunderland,Man City,0,1,1843.0,1.54,7.13,8.0,1.45,0.35,0.68,3.0,7,7
1,03/02/16,Watford,Chelsea,0,0,1823.0,1.71,7.72,4.33,1.95,0.44,0.57,1.95,7,7
1,07/02/16,Bournemouth,Arsenal,0,2,1803.0,1.57,12.85,3.8,2.1,0.48,0.66,3.75,7,7
2,13/02/16,Chelsea,Newcastle,5,1,1783.0,2.52,2.55,1.44,8.0,0.56,0.37,0.22272,7,7
1,13/02/16,Sunderland,Man United,2,1,1868.0,1.82,5.43,5.25,1.75,0.34,0.59,1.725,7,7
1,14/02/16,Aston Villa,Liverpool,0,6,1848.0,1.61,9.72,4.75,1.85,0.31,0.51,3.3,7,7
1,01/03/16,Aston Villa,Everton,1,3,1828.0,1.62,9.41,4.5,1.91,0.28,0.5,3.45,7,7
1,01/03/16,Norwich,Chelsea,1,2,1808.0,2.04,3.84,5.25,1.7,0.3,0.61,1.275,7,7
1,02/03/16,West Ham,Tottenham,1,0,1868.0,1.55,13.12,4.0,2.0,0.55,0.73,3.75,7,7
1,06/03/16,West Brom,Man United,1,0,1934.6,1.55,16.31,4.33,2.0,0.5,0.61,4.275,7,7
1,12/03/16,Norwich,Man City,0,0,1914.6,1.75,5.23,6.0,1.6,0.27,0.61,2.25,7,7
1,13/03/16,Aston Villa,Tottenham,0,2,1894.6,1.82,4.38,7.5,1.5,0.26,0.68,2.1,7,7
1,02/04/16,Aston Villa,Chelsea,0,4,1874.6,1.97,3.84,6.5,1.57,0.23,0.61,1.725,7,7
1,02/04/16,Bournemouth,Man City,0,4,1854.6,1.52,15.05,3.75,2.1,0.5,0.57,3.75,7,7
1,09/04/16,West Ham,Arsenal,3,3,1834.6,1.62,10.26,3.6,2.0,0.58,0.66,2.4,7,7
1,17/04/16,Bournemouth,Liverpool,1,2,1814.6,1.54,14.98,3.6,2.15,0.5,0.58,3.75,7,7
2,21/04/16,Arsenal,West Brom,2,0,1794.6,1.8,3.59,1.29,13.0,0.65,0.45,0.45888,7,7
1,23/04/16,Aston Villa,Southampton,2,4,1774.6,1.59,7.43,7.5,1.53,0.19,0.55,4.5,7,7
2,23/04/16,Man City,Stoke,4,0,1754.6,2.6,2.23,1.3,11.0,0.63,0.49,0.22272,7,7
1,24/04/16,Sunderland,Arsenal,0,0,1734.6,1.85,4.79,4.5,1.8,0.4,0.66,1.425,7,7
2,25/04/16,Tottenham,West Brom,1,1,1714.6,1.96,2.88,1.22,15.0,0.74,0.42,0.2784,7,7
1,30/04/16,West Brom,West Ham,0,3,1694.6,1.53,19.92,4.0,2.1,0.43,0.6,6.075,7,7
1,07/05/16,Aston Villa,Newcastle,0,0,1674.6,1.64,6.61,5.75,1.65,0.17,0.36,2.85,7,7
1,07/05/16,Norwich,Man United,0,1,1654.6,1.62,9.68,4.5,1.91,0.3,0.62,4.125,7,7
1,15/05/16,Swansea,Man City,1,1,1634.6,2.0,3.45,6.0,1.53,0.51,0.6,0.675,7,7
1,13/08/16,Hull,Leicester,2,1,1704.6,1.74,6.75,4.5,1.91,0.34,0.75,2.85,7,7
2,13/08/16,Man City,Sunderland,2,1,1684.6,1.66,4.1,1.25,15.0,0.6,0.47,0.64512,7,7
1,14/08/16,Bournemouth,Man United,1,3,1664.6,1.51,17.06,4.75,1.85,0.39,0.62,6.0,7,7
2,19/08/16,Man United,Southampton,2,0,1644.6,3.41,2.13,1.53,7.5,0.64,0.63,0.20544,7,7
1,20/08/16,Burnley,Liverpool,2,0,1754.6,1.95,4.03,6.5,1.57,0.33,0.61,1.275,7,7
1,20/08/16,Stoke,Man City,1,4,1734.6,1.49,15.07,5.5,1.73,0.48,0.62,4.35,7,7
1,20/08/16,Watford,Chelsea,1,2,1714.6,1.56,10.55,5.5,1.73,0.39,0.57,3.3,7,7
1,27/08/16,Hull,Man United,0,1,1694.6,2.02,3.85,8.0,1.44,0.4,0.66,1.05,7,7
1,27/08/16,Watford,Arsenal,1,3,1674.6,1.98,4.38,5.0,1.73,0.37,0.64,1.275,7,7
2,28/08/16,Man City,West Ham,3,1,1654.6,2.54,2.27,1.25,11.0,0.64,0.57,0.26496,7,7
2,10/09/16,Liverpool,Leicester,4,1,1634.6,3.65,2.1,1.7,5.5,0.58,0.72,0.23808,7,7
1,10/09/16,Stoke,Tottenham,0,4,1614.6,1.5,15.38,4.6,1.85,0.43,0.64,5.1,7,7
1,11/09/16,Swansea,Chelsea,2,2,1594.6,1.47,14.32,5.75,1.67,0.48,0.61,4.125,7,7
1,17/09/16,Hull,Arsenal,1,4,1574.6,1.9,4.23,6.0,1.6,0.39,0.67,1.275,7,7
1,18/09/16,Watford,Man United,3,1,1674.6,1.88,4.32,6.0,1.62,0.39,0.65,1.275,7,7
1,24/09/16,Middlesbrough,Tottenham,1,2,1654.6,1.63,9.85,3.75,2.1,0.32,0.68,4.275,7,7
1,24/09/16,Swansea,Man City,1,3,1634.6,1.6,5.17,9.0,1.36,0.45,0.69,1.65,7,7
1,01/10/16,Hull,Chelsea,0,2,1614.6,2.27,2.97,7.5,1.5,0.35,0.54,0.675,7,7
